http,sparse,10000,256,294395,253.6
http,sparse,10000,256,231171,253.7
http,sparse,10000,256,244885,253.4
http,sparse,10000,256,242025,254.0
http,sparse,10000,256,342256,253.5
http,sparse,10000,256,241601,253.9
http,sparse,10000,256,240520,254.0
http,sparse,10000,256,225174,253.6
http,sparse,10000,256,254922,253.7
http,sparse,10000,256,313834,254.0
http,sparse,100,1024,545175,1024.0
http,sparse,100,1024,510239,1024.0
http,sparse,100,1024,501996,1024.0
http,sparse,100,1024,502720,1024.0
http,sparse,100,1024,535074,1024.0
http,sparse,100,1024,551776,1024.0
http,sparse,100,1024,505217,1024.0
http,sparse,100,1024,456779,1024.0
http,sparse,100,1024,561207,1024.0
http,sparse,100,1024,460057,1024.0
http,sparse,10000,1024,550025,921.0
http,sparse,10000,1024,547954,920.4
http,sparse,10000,1024,502578,919.3
http,sparse,10000,1024,475859,919.3
http,sparse,10000,1024,484341,917.5
http,sparse,10000,1024,558632,921.5
http,sparse,10000,1024,490376,913.6
http,sparse,10000,1024,467245,916.6
http,sparse,10000,1024,451807,921.2
http,sparse,10000,1024,456551,918.2
http,sparse,100,4096,1235401,4096.0
http,sparse,100,4096,1324593,4096.0
http,sparse,100,4096,1310415,4096.0
http,sparse,100,4096,1319294,4096.0
http,sparse,100,4096,1332302,4096.0
http,sparse,100,4096,1327485,4096.0
http,sparse,100,4096,1351056,4096.0
http,sparse,100,4096,1276724,4096.0
http,sparse,100,4096,1278716,4096.0
http,sparse,100,4096,1286530,4096.0
http,sparse,10000,4096,1106653,1979.2
http,sparse,10000,4096,1091813,1964.4
http,sparse,10000,4096,1124630,1959.1
http,sparse,10000,4096,1010200,1964.0
http,sparse,10000,4096,1128999,1984.9
http,sparse,10000,4096,1063023,1968.9
http,sparse,10000,4096,999353,1987.8
http,sparse,10000,4096,934889,1997.6
http,sparse,10000,4096,979446,1983.3
http,sparse,10000,4096,981048,1973.9
